smiles,cid_tid_smiles
C#CCCC1(CCC(=O)N2CCC(NC(=O)NC34CC5CC(Cl)(CC(C3)c3ccccc35)C4)CC2)N=N1,CHEMBL5196519&CHEMBL2409&C#CCCC1(CCC(=O)N2CCC(NC(=O)NC34CC5CC(Cl)(CC(C3)c3ccccc35)C4)CC2)N=N1
C=C(CCCNC(=O)NC12CC3CC(CC(C3)C1)C2)OCCOCCOCC,CHEMBL2031948&CHEMBL2409&C=C(CCCNC(=O)NC12CC3CC(CC(C3)C1)C2)OCCOCCOCC
C=CCOC1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,CHEMBL2031951&CHEMBL2409&C=CCOC1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CC(=O)C1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,CHEMBL1818421&CHEMBL2409&CC(=O)C1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1
CC(=O)COc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)cc1,CHEMBL1933513&CHEMBL2409&CC(=O)COc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)cc1
CC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,CHEMBL215025&CHEMBL2409&CC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4(F)CC(F)(CC(F)(C4)C2)C3)CC1,CHEMBL1668924&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4(F)CC(F)(CC(F)(C4)C2)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(C)(CC(C2)c2ccccc24)C3)CC1,CHEMBL5081815&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(C)(CC(C2)c2ccccc24)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(C)(CC(C2)c2ccccc24)O3)CC1,CHEMBL5083763&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(C)(CC(C2)c2ccccc24)O3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,CHEMBL436774&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)O2)C3)CC1,CHEMBL4759592&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)O2)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(Cl)(CC(C2)c2ccccc24)C3)CC1,CHEMBL5195267&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(Cl)(CC(C2)c2ccccc24)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(F)(CC(C2)c2ccccc24)C3)CC1,CHEMBL5169759&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(F)(CC(C2)c2ccccc24)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(F)(CC(F)(C4)C2)C3)CC1,CHEMBL1668923&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(F)(CC(F)(C4)C2)C3)CC1
CC(=O)N1CCC(NC(=O)NC23CC4CC(O)(CC(C2)c2ccccc24)C3)CC1,CHEMBL5203000&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC23CC4CC(O)(CC(C2)c2ccccc24)C3)CC1
CC(=O)N1CCC(NC(=O)NC2C3CCC2CC3)CC1,CHEMBL1668926&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2C3CCC2CC3)CC1
CC(=O)N1CCC(NC(=O)NC2CC3(C)CCC2CC3)CC1,CHEMBL1668925&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2CC3(C)CCC2CC3)CC1
CC(=O)N1CCC(NC(=O)NC2CCC(C(C)(C)C)CC2)CC1,CHEMBL1668929&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2CCC(C(C)(C)C)CC2)CC1
CC(=O)N1CCC(NC(=O)NC2CCC(C)(C)CC2)CC1,CHEMBL1668930&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2CCC(C)(C)CC2)CC1
CC(=O)N1CCC(NC(=O)NC2CCC(F)(F)CC2)CC1,CHEMBL1668931&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2CCC(F)(F)CC2)CC1
CC(=O)N1CCC(NC(=O)NC2CCCCC2)CC1,CHEMBL1668927&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2CCCCC2)CC1
CC(=O)N1CCC(NC(=O)NC2CCCCCC2)CC1,CHEMBL1668928&CHEMBL2409&CC(=O)N1CCC(NC(=O)NC2CCCCCC2)CC1
CC(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,CHEMBL1668932&CHEMBL2409&CC(=O)N1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1
CC(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,CHEMBL1668934&CHEMBL2409&CC(=O)N1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1
CC(=O)N1CCC(NC(=O)Nc2cccc(C(F)(F)F)c2)CC1,CHEMBL1668933&CHEMBL2409&CC(=O)N1CCC(NC(=O)Nc2cccc(C(F)(F)F)c2)CC1
CC(=O)N1CCN(C(=O)CCC(=O)N2CCC(NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)CC1,CHEMBL3222123&CHEMBL2409&CC(=O)N1CCN(C(=O)CCC(=O)N2CCC(NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)CC1
CC(=O)N1CCN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC1,CHEMBL3222126&CHEMBL2409&CC(=O)N1CCN(C(=O)NC23CC4CC(CC(C4)C2)C3)CC1
CC(=O)N1CCN(C(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)CC1,CHEMBL3222117&CHEMBL2409&CC(=O)N1CCN(C(=O)c2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)cc2)CC1
CC(=O)N1CCN(C(=O)c2cccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)c2)CC1,CHEMBL3222114&CHEMBL2409&CC(=O)N1CCN(C(=O)c2cccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)c2)CC1
CC(=O)N1CCN(CC(=O)N2CCC(NC(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)CC1,CHEMBL1257404&CHEMBL2409&CC(=O)N1CCN(CC(=O)N2CCC(NC(=O)Nc3ccc(OC(F)(F)F)cc3)CC2)CC1
CC(=O)N1CCN(CCCCOc2cccc(NC(=O)CC34CC5CC(CC(C5)C3)C4)c2)CC1,CHEMBL3222129&CHEMBL2409&CC(=O)N1CCN(CCCCOc2cccc(NC(=O)CC34CC5CC(CC(C5)C3)C4)c2)CC1
CC(=O)N1CCN(CCCOc2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)c3cccnc23)CC1,CHEMBL3222120&CHEMBL2409&CC(=O)N1CCN(CCCOc2ccc(NC(=O)NC34CC5CC(CC(C5)C3)C4)c3cccnc23)CC1
CC(=O)NC(CSCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)O,CHEMBL1555989&CHEMBL2409&CC(=O)NC(CSCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)O
CC(=O)Nc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1,CHEMBL4098909&CHEMBL2409&CC(=O)Nc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1
CC(=O)Oc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,CHEMBL476058&CHEMBL2409&CC(=O)Oc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1
