core,substituents,cid,tid,smiles,analogue_series_id
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2ccc(O[*:1])cc2)CC1,[*:1],CHEMBL1933511,CHEMBL2409,O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2ccc(O)cc2)CC1,0
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2ccc(O[*:1])cc2)CC1,CC(=O)C[*:1],CHEMBL1933513,CHEMBL2409,CC(=O)COc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)cc1,0
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2ccc(O[*:1])cc2)CC1,C[*:1],CHEMBL1933501,CHEMBL2409,COc1ccc(S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)cc1,0
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2ccc(O[*:1])cc2)CC1,FC(F)(F)[*:1],CHEMBL1933510,CHEMBL2409,O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,0
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC([*:1])CC1,[*:1],CHEMBL2031931,CHEMBL2409,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCCCC1,1
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC([*:1])CC1,CC(=O)[*:1],CHEMBL1818421,CHEMBL2409,CC(=O)C1CCC(NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,1
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC([*:1])CC1,Fc1ccc(O[*:1])cc1,CHEMBL221014,CHEMBL2409,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC(Oc2ccc(F)cc2)CC1,1
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC([*:1])CC1,O=C(O)c1ccc(O[*:1])cc1,CHEMBL1552108_CHEMBL2397148,CHEMBL2409,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC(Oc2ccc(C(=O)O)cc2)CC1,1
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC([*:1])CC1,O=C(O)c1cccc(O[*:1])c1,CHEMBL243793_CHEMBL244002,CHEMBL2409,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCC(Oc2cccc(C(=O)O)c2)CC1,1
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,[*:1],CHEMBL216287,CHEMBL2409,O=C(NCC1CCNCC1)NC12CC3CC(CC(C3)C1)C2,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CC(=O)[*:1],CHEMBL215025,CHEMBL2409,CC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCC(=O)[*:1],CHEMBL215874,CHEMBL2409,CCC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCCC(=O)[*:1],CHEMBL214675,CHEMBL2409,CCCC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCCC[*:1],CHEMBL386044,CHEMBL2409,CCCCN1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCC[*:1],CHEMBL214568,CHEMBL2409,CCCN1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CC[*:1],CHEMBL213611,CHEMBL2409,CCN1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)CCC(=O)[*:1],CHEMBL217711,CHEMBL2409,COC(=O)CCC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)CCCC(=O)[*:1],CHEMBL384075,CHEMBL2409,COC(=O)CCCC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(C(F)(F)F)[*:1],CHEMBL214127,CHEMBL2409,O=C(NCC1CCN(C(=O)C(F)(F)F)CC1)NC12CC3CC(CC(C3)C1)C2,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(c1cccnc1)[*:1],CHEMBL425436,CHEMBL2409,O=C(NCC1CCN(C(=O)c2cccnc2)CC1)NC12CC3CC(CC(C3)C1)C2,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1ccc(C[*:1])cc1,CHEMBL215146,CHEMBL2409,O=C(NCC1CCN(Cc2ccccc2)CC1)NC12CC3CC(CC(C3)C1)C2,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(c1ccccc1)[*:1],CHEMBL214883,CHEMBL2409,O=C(NCC1CCN(C(=O)c2ccccc2)CC1)NC12CC3CC(CC(C3)C1)C2,2
O=C(NCC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(c1ccncc1)[*:1],CHEMBL215069,CHEMBL2409,O=C(NCC1CCN(C(=O)c2ccncc2)CC1)NC12CC3CC(CC(C3)C1)C2,2
